ve_no_g,ch_no,ve_no,page,juz,t_w_nb,t_c_nb,cav,cavoe
63,2,56,8,1,7,29,58,even
64,2,57,8,1,18,88,59,odd
65,2,58,9,1,20,93,60,even
66,2,59,9,1,18,77,61,odd
67,2,60,9,1,28,118,62,even
68,2,61,9,1,59,252,63,odd
69,2,62,10,1,24,107,64,even
70,2,63,10,1,15,69,65,odd
71,2,64,10,1,13,53,66,even
72,2,65,10,1,12,52,67,odd
73,2,66,10,1,9,43,68,even
74,2,67,10,1,20,82,69,odd
75,2,68,10,1,23,80,70,even
76,2,69,10,1,18,70,71,odd
77,2,70,11,1,17,61,72,even
78,2,71,11,1,24,96,73,odd
79,2,72,11,1,10,44,74,even
80,2,73,11,1,11,56,75,odd
81,2,74,11,1,37,139,76,even
82,2,75,11,1,19,76,77,odd
83,2,76,11,1,23,103,78,even
84,2,77,12,1,9,36,79,odd
85,2,78,12,1,11,44,80,even
86,2,79,12,1,24,101,81,odd
87,2,80,12,1,23,91,82,even
88,2,81,12,1,13,50,83,odd
89,2,82,12,1,10,49,84,even
90,2,83,12,1,29,146,85,odd
91,2,84,13,1,15,69,86,even
92,2,85,13,1,49,223,87,odd
93,2,86,13,1,13,64,88,even
94,2,87,13,1,28,137,89,odd
95,2,88,13,1,10,46,90,even
96,2,89,14,1,26,106,91,odd
97,2,90,14,1,27,105,92,even
98,2,91,14,1,30,120,93,odd
99,2,92,14,1,11,49,94,even
100,2,93,14,1,27,129,95,odd
101,2,94,15,1,17,67,96,even
102,2,95,15,1,9,43,97,odd
103,2,96,15,1,25,102,98,even
104,2,97,15,1,18,72,99,odd
105,2,98,15,1,12,53,100,even
106,2,99,15,1,10,42,101,odd
107,2,100,15,1,10,43,102,even
108,2,101,15,1,22,87,103,odd
109,2,102,16,1,74,303,104,even
110,2,103,16,1,12,50,105,odd
111,2,104,16,1,12,63,106,even
112,2,105,16,1,25,97,107,odd
113,2,106,17,1,19,62,108,even
114,2,107,17,1,17,57,109,odd
115,2,108,17,1,18,71,110,even
116,2,109,17,1,33,121,111,odd
117,2,110,17,1,17,77,112,even
118,2,111,17,1,18,69,113,odd
119,2,112,17,1,17,58,114,even
120,2,113,18,1,31,137,115,odd
121,2,114,18,1,30,113,116,even
122,2,115,18,1,12,51,117,odd
123,2,116,18,1,14,52,118,even
124,2,117,18,1,11,45,119,odd
125,2,118,18,1,24,103,120,even
126,2,119,18,1,10,43,121,odd
127,2,120,19,1,31,111,122,even
128,2,121,19,1,15,68,123,odd
129,2,122,19,1,11,55,124,even
130,2,123,19,1,18,65,125,odd
131,2,124,19,1,19,79,126,even
132,2,125,19,1,22,109,127,odd
133,2,126,19,1,30,122,128,even
134,2,127,20,1,14,62,129,odd
135,2,128,20,1,17,76,130,even
136,2,129,20,1,16,81,131,odd
137,2,130,20,1,18,71,132,even
138,2,131,20,1,9,32,133,odd
139,2,132,20,1,16,67,134,even
140,2,133,20,1,27,110,135,odd
141,2,134,20,1,15,53,136,even
142,2,135,21,1,15,60,137,odd
143,2,136,21,1,31,132,138,even
144,2,137,21,1,19,81,139,odd
145,2,138,21,1,10,36,140,even
146,2,139,21,1,14,61,141,odd
147,2,140,21,1,30,120,142,even
148,2,141,21,1,15,53,143,odd
149,2,142,22,2,21,88,144,even
150,2,143,22,2,45,194,145,odd
151,2,144,22,2,34,144,146,even
152,2,145,22,2,32,129,147,odd
153,2,146,23,2,14,72,148,even
154,2,147,23,2,7,27,149,odd
155,2,148,23,2,19,74,150,even
156,2,149,23,2,17,65,151,odd
157,2,150,23,2,31,138,152,even
158,2,151,23,2,17,87,153,odd
159,2,152,23,2,6,32,154,even
160,2,153,23,2,10,52,155,odd
161,2,154,24,2,13,49,156,even
162,2,155,24,2,12,63,157,odd
163,2,156,24,2,10,43,158,even
164,2,157,24,2,9,41,159,odd
165,2,158,24,2,24,89,160,even
166,2,159,24,2,20,87,161,odd
167,2,160,24,2,11,57,162,even
168,2,161,24,2,13,63,163,odd
169,2,162,24,2,9,36,164,even
170,2,163,24,2,9,34,165,odd
171,2,164,25,2,43,182,166,even
172,2,165,25,2,31,124,167,odd
173,2,166,25,2,12,57,168,even
174,2,167,25,2,23,93,169,odd
175,2,168,25,2,16,64,170,even
176,2,169,25,2,11,50,171,odd
177,2,170,26,2,22,90,172,even
178,2,171,26,2,18,66,173,odd
179,2,172,26,2,14,60,174,even
180,2,173,26,2,25,93,175,odd
181,2,174,26,2,29,120,176,even
182,2,175,26,2,11,60,177,odd
183,2,176,26,2,14,56,178,even
184,2,177,27,2,51,263,179,odd
185,2,178,27,2,37,162,180,even
186,2,179,27,2,8,37,181,odd
187,2,180,27,2,16,76,182,even
188,2,181,27,2,13,54,183,odd
189,2,182,28,2,16,55,184,even
190,2,183,28,2,14,61,185,odd
191,2,184,28,2,32,122,186,even
192,2,185,28,2,44,185,187,odd
193,2,186,28,2,17,77,188,even
194,2,187,29,2,65,280,189,odd
195,2,188,29,2,17,84,190,even
196,2,189,29,2,27,117,191,odd
197,2,190,29,2,13,57,192,even
198,2,191,30,2,25,126,193,odd
199,2,192,30,2,6,24,194,even
200,2,193,30,2,15,62,195,odd
201,2,194,30,2,22,106,196,even
202,2,195,30,2,14,66,197,odd
203,2,196,30,2,73,289,198,even
204,2,197,31,2,29,118,199,odd
205,2,198,31,2,26,109,200,even
206,2,199,31,2,12,49,201,odd
207,2,200,31,2,24,98,202,even
208,2,201,31,2,14,59,203,odd
209,2,202,31,2,8,35,204,even
210,2,203,32,2,25,102,205,odd
211,2,204,32,2,17,65,206,even
212,2,205,32,2,14,59,207,odd
213,2,206,32,2,12,52,208,even
214,2,207,32,2,11,49,209,odd
215,2,208,32,2,15,65,210,even
216,2,209,32,2,12,48,211,odd
217,2,210,32,2,17,71,212,even
218,2,211,33,2,20,74,213,odd
219,2,212,33,2,20,93,214,even
220,2,213,33,2,49,210,215,odd
221,2,214,33,2,30,128,216,even
222,2,215,33,2,22,100,217,odd
223,2,216,34,2,25,91,218,even
224,2,217,34,2,57,242,219,odd
225,2,218,34,2,16,72,220,even
226,2,219,34,2,26,120,221,odd
227,2,220,35,2,26,116,222,even
228,2,221,35,2,39,182,223,odd
229,2,222,35,2,27,120,224,even
230,2,223,35,2,16,80,225,odd
231,2,224,35,2,14,65,226,even
232,2,225,36,2,14,64,227,odd
233,2,226,36,2,13,53,228,even
234,2,227,36,2,7,28,229,odd
235,2,228,36,2,40,175,230,even
236,2,229,36,2,46,190,231,odd
237,2,230,36,2,30,114,232,even
238,2,231,37,2,45,202,233,odd
239,2,232,37,2,33,146,234,even
240,2,233,37,2,64,284,235,odd
241,2,234,38,2,25,121,236,even
242,2,235,38,2,47,199,237,odd
243,2,236,38,2,25,110,238,even
244,2,237,38,2,35,141,239,odd
245,2,238,39,2,8,41,240,even
246,2,239,39,2,15,65,241,odd
247,2,240,39,2,27,113,242,even
248,2,241,39,2,6,32,243,odd
249,2,242,39,2,7,31,244,even
250,2,243,39,2,28,104,245,odd
251,2,244,39,2,9,37,246,even
252,2,245,39,2,16,68,247,odd
253,2,246,40,2,54,211,248,even
254,2,247,40,2,43,164,249,odd
255,2,248,40,2,30,116,250,even
256,2,249,41,2,60,240,251,odd
257,2,250,41,2,15,76,252,even
258,2,251,41,2,27,121,253,odd
259,2,252,41,2,9,41,254,even
260,2,253,42,3,52,206,255,odd
261,2,254,42,3,21,83,256,even
262,2,255,42,3,50,184,257,odd
263,2,256,42,3,24,101,258,even
264,2,257,43,3,24,114,259,odd
265,2,258,43,3,43,161,260,even
266,2,259,43,3,67,249,261,odd
267,2,260,44,3,39,145,262,even
268,2,261,44,3,24,94,263,odd
269,2,262,44,3,24,91,264,even
270,2,263,44,3,11,44,265,odd
271,2,264,44,3,38,173,266,even
272,2,265,45,3,27,122,267,odd
273,2,266,45,3,35,146,268,even
274,2,267,45,3,29,124,269,odd
275,2,268,45,3,13,66,270,even
276,2,269,45,3,16,65,271,odd
277,2,270,46,3,15,56,272,even
278,2,271,46,3,20,87,273,odd
279,2,272,46,3,28,112,274,even
280,2,273,46,3,30,132,275,odd
281,2,274,46,3,17,77,276,even
282,2,275,47,3,45,186,277,odd
283,2,276,47,3,11,45,278,even
284,2,277,47,3,19,87,279,odd
285,2,278,47,3,13,55,280,even
286,2,279,47,3,17,71,281,odd
287,2,280,47,3,14,52,282,even
288,2,281,47,3,15,54,283,odd
289,2,282,48,3,128,547,284,even
290,2,283,49,3,32,136,285,odd
291,2,284,49,3,28,101,286,even
292,2,285,49,3,27,119,287,odd
293,2,286,49,3,49,195,288,even
294,3,1,50,3,1,3,4,even
295,3,2,50,3,7,24,5,odd
296,3,3,50,3,11,52,6,even
297,3,4,50,3,18,73,7,odd
298,3,5,50,3,11,37,8,even
299,3,6,50,3,13,50,9,odd
300,3,7,50,3,46,191,10,even
301,3,8,50,3,15,54,11,odd
302,3,9,50,3,13,47,12,even
303,3,10,51,3,16,63,13,odd
304,3,11,51,3,14,68,14,even
305,3,12,51,3,9,43,15,odd
306,3,13,51,3,29,115,16,even
307,3,14,51,3,24,121,17,odd
308,3,15,51,3,24,102,18,even
309,3,16,52,3,11,51,19,odd
310,3,17,52,3,6,51,20,even
311,3,18,52,3,18,72,21,odd
312,3,19,52,3,26,104,22,even
313,3,20,52,3,26,119,23,odd
314,3,21,52,3,18,86,24,even
315,3,22,52,3,11,49,25,odd
316,3,23,53,3,20,79,26,even
317,3,24,53,3,15,64,27,odd
318,3,25,53,3,15,52,28,even
319,3,26,53,3,25,91,29,odd
320,3,27,53,3,21,84,30,even
321,3,28,53,3,27,112,31,odd
322,3,29,53,3,22,77,32,even
323,3,30,54,3,26,96,33,odd
324,3,31,54,3,14,62,34,even
325,3,32,54,3,11,46,35,odd
326,3,33,54,3,11,48,36,even
327,3,34,54,3,7,27,37,odd
328,3,35,54,3,18,65,38,even
329,3,36,54,3,24,108,39,odd
330,3,37,54,3,34,137,40,even
331,3,38,55,3,15,52,41,odd
332,3,39,55,3,20,90,42,even
333,3,40,55,3,17,62,43,odd
334,3,41,55,3,20,80,44,even
335,3,42,55,3,12,57,45,odd
336,3,43,55,3,7,35,46,even
337,3,44,55,3,20,80,47,odd
338,3,45,55,3,20,90,48,even
339,3,46,56,3,7,32,49,odd
340,3,47,56,3,23,79,50,even
341,3,48,56,3,5,34,51,odd
342,3,49,56,3,45,185,52,even
343,3,50,56,3,19,80,53,odd
344,3,51,56,3,8,33,54,even
345,3,52,56,3,20,87,55,odd
346,3,53,57,3,9,46,56,even
347,3,54,57,3,6,29,57,odd
348,3,55,57,3,30,130,58,even
349,3,56,57,3,13,60,59,odd
350,3,57,57,3,11,57,60,even
351,3,58,57,3,7,32,61,odd
352,3,59,57,3,15,48,62,even
353,3,60,57,3,7,25,63,odd
354,3,61,57,3,25,113,64,even
355,3,62,58,3,15,54,65,odd
356,3,63,58,3,6,28,66,even
357,3,64,58,3,31,126,67,odd
358,3,65,58,3,15,67,68,even
359,3,66,58,3,19,73,69,odd
360,3,67,58,3,14,60,70,even
361,3,68,58,3,13,66,71,odd
362,3,69,58,3,13,53,72,even
363,3,70,58,3,8,36,73,odd
364,3,71,59,3,10,49,74,even
365,3,72,59,3,17,81,75,odd
366,3,73,59,3,32,114,76,even
367,3,74,59,3,8,34,77,odd
368,3,75,59,3,36,142,78,even
369,3,76,59,3,9,36,79,odd
370,3,77,59,3,27,114,80,even
371,3,78,60,3,29,116,81,odd
372,3,79,60,3,28,116,82,even
373,3,80,60,3,13,65,83,odd
374,3,81,60,3,33,143,84,even
375,3,82,60,3,7,28,85,odd
376,3,83,60,3,14,60,86,even
377,3,84,61,3,29,124,87,odd
378,3,85,61,3,13,51,88,even
379,3,86,61,3,18,80,89,odd
380,3,87,61,3,9,46,90,even
381,3,88,61,3,9,36,91,odd
382,3,89,61,3,11,43,92,even
383,3,90,61,3,14,61,93,odd
384,3,91,61,3,24,90,94,even
385,3,92,62,3,15,56,95,odd
386,3,93,62,4,24,96,96,even
387,3,94,62,4,11,43,97,odd
388,3,95,62,4,11,46,98,even
389,3,96,62,4,10,41,99,odd
390,3,97,62,4,25,97,100,even
391,3,98,62,4,12,47,101,odd
392,3,99,62,4,19,75,102,even
393,3,100,62,4,14,66,103,odd
394,3,101,63,4,17,73,104,even
395,3,102,63,4,12,54,105,odd
396,3,103,63,4,34,156,106,even
397,3,104,63,4,14,70,107,odd
398,3,105,63,4,14,64,108,even
399,3,106,63,4,17,80,109,odd
400,3,107,63,4,10,42,110,even
401,3,108,63,4,11,48,111,odd
402,3,109,64,4,11,42,112,even
403,3,110,64,4,23,112,113,odd
404,3,111,64,4,11,47,114,even
405,3,112,64,4,35,150,115,odd
406,3,113,64,4,14,58,116,even
407,3,114,64,4,15,82,117,odd
408,3,115,64,4,9,40,118,even
409,3,116,65,4,18,72,119,odd
410,3,117,65,4,23,98,120,even
411,3,118,65,4,30,124,121,odd
412,3,119,65,4,27,126,122,even
413,3,120,65,4,21,87,123,odd
414,3,121,65,4,11,48,124,even
415,3,122,66,4,12,57,125,odd
416,3,123,66,4,10,47,126,even
417,3,124,66,4,13,58,127,odd
418,3,125,66,4,15,68,128,even
419,3,126,66,4,17,68,129,odd
420,3,127,66,4,9,43,130,even
421,3,128,66,4,12,44,131,odd
422,3,129,66,4,16,59,132,even
423,3,130,66,4,12,61,133,odd
424,3,131,66,4,5,26,134,even
425,3,132,66,4,5,29,135,odd
426,3,133,67,4,11,53,136,even
427,3,134,67,4,13,70,137,odd
428,3,135,67,4,23,103,138,even
429,3,136,67,4,15,66,139,odd
430,3,137,67,4,13,53,140,even
431,3,138,67,4,6,29,141,odd
432,3,139,67,4,9,41,142,even
433,3,140,67,4,24,105,143,odd
434,3,141,68,4,6,33,144,even
435,3,142,68,4,13,58,145,odd
436,3,143,68,4,12,51,146,even
437,3,144,68,4,27,105,147,odd
438,3,145,68,4,24,98,148,even
439,3,146,68,4,21,86,149,odd
440,3,147,68,4,19,86,150,even
441,3,148,68,4,10,51,151,odd
442,3,149,69,4,12,62,152,even
443,3,150,69,4,6,25,153,odd
444,3,151,69,4,19,82,154,even
445,3,152,69,4,40,166,155,odd
446,3,153,69,4,25,103,156,even
447,3,154,70,4,75,289,157,odd
448,3,155,70,4,21,88,158,even
449,3,156,70,4,36,155,159,odd
450,3,157,70,4,14,53,160,even
451,3,158,71,4,7,28,161,odd
452,3,159,71,4,30,121,162,even
453,3,160,71,4,18,75,163,odd
454,3,161,71,4,21,67,164,even
455,3,162,71,4,13,52,165,odd
456,3,163,71,4,8,31,166,even
457,3,164,71,4,25,106,167,odd
458,3,165,71,4,20,72,168,even
459,3,166,72,4,9,46,169,odd
460,3,167,72,4,33,147,170,even
461,3,168,72,4,16,72,171,odd
462,3,169,72,4,13,53,172,even
463,3,170,72,4,19,79,173,odd
464,3,171,72,4,11,47,174,even
465,3,172,72,4,15,69,175,odd
466,3,173,72,4,17,76,176,even
467,3,174,73,4,15,63,177,odd
468,3,175,73,4,11,53,178,even
469,3,176,73,4,22,86,179,odd
470,3,177,73,4,12,51,180,even
471,3,178,73,4,17,74,181,odd
472,3,179,73,4,36,146,182,even
473,3,180,73,4,30,119,183,odd
474,3,181,74,4,22,95,184,even
475,3,182,74,4,9,37,185,odd
476,3,183,74,4,28,118,186,even
477,3,184,74,4,12,52,187,odd
478,3,185,74,4,23,97,188,even
479,3,186,74,4,24,106,189,odd
480,3,187,75,4,21,97,190,even
481,3,188,75,4,20,86,191,odd
482,3,189,75,4,9,36,192,even
483,3,190,75,4,11,52,193,odd
484,3,191,75,4,21,95,194,even
485,3,192,75,4,11,44,195,odd
486,3,193,75,4,20,94,196,even
487,3,194,75,4,14,58,197,odd
488,3,195,76,4,43,182,198,even
489,3,196,76,4,7,28,199,odd
490,3,197,76,4,7,29,200,even
491,3,198,76,4,21,82,201,odd
492,3,199,76,4,30,118,202,even
493,3,200,76,4,10,57,203,odd
494,4,1,77,4,28,123,5,odd
495,4,2,77,4,16,79,6,even
496,4,3,77,4,28,110,7,odd
497,4,4,77,4,14,56,8,even
498,4,5,77,4,16,77,9,odd
499,4,6,77,4,37,184,10,even
500,4,7,78,4,19,89,11,odd
501,4,8,78,4,13,69,12,even
502,4,9,78,4,15,70,13,odd
503,4,10,78,4,13,61,14,even
504,4,11,78,4,71,269,15,odd
505,4,12,79,4,88,296,16,even
506,4,13,79,4,18,76,17,odd
507,4,14,79,4,13,54,18,even
508,4,15,80,4,22,104,19,odd
509,4,16,80,4,14,68,20,even
510,4,17,80,4,20,89,21,odd
511,4,18,80,4,24,104,22,even
512,4,19,80,4,34,156,23,odd
513,4,20,81,4,17,82,24,even
514,4,21,81,4,11,48,25,odd
515,4,22,81,4,17,63,26,even
516,4,23,81,4,54,247,27,odd
517,4,24,82,5,42,179,28,even
518,4,25,82,5,58,253,29,odd
519,4,26,82,5,14,61,30,even
520,4,27,83,5,13,59,31,odd
521,4,28,83,5,8,33,32,even
522,4,29,83,5,23,96,33,odd
523,4,30,83,5,13,52,34,even
524,4,31,83,5,12,55,35,odd
525,4,32,83,5,27,106,36,even
526,4,33,83,5,19,85,37,odd
527,4,34,84,5,40,182,38,even
528,4,35,84,5,22,91,39,odd
529,4,36,84,5,32,152,40,even
530,4,37,84,5,15,78,41,odd
531,4,38,85,5,18,84,42,even
532,4,39,85,5,15,70,43,odd
533,4,40,85,5,15,54,44,even
534,4,41,85,5,12,43,45,odd
535,4,42,85,5,14,61,46,even
536,4,43,85,5,48,203,47,odd
537,4,44,85,5,14,62,48,even
538,4,45,86,5,9,44,49,odd
539,4,46,86,5,38,176,50,even
540,4,47,86,5,28,119,51,odd
541,4,48,86,5,20,69,52,even
542,4,49,86,5,14,54,53,odd
543,4,50,86,5,10,40,54,even
544,4,51,86,5,20,93,55,odd
545,4,52,87,5,11,43,56,even
546,4,53,87,5,10,37,57,odd
547,4,54,87,5,18,81,58,even
548,4,55,87,5,11,39,59,odd
549,4,56,87,5,20,93,60,even
550,4,57,87,5,20,95,61,odd
551,4,58,87,5,25,100,62,even
552,4,59,87,5,28,132,63,odd
553,4,60,88,5,30,123,64,even
554,4,61,88,5,15,64,65,odd
555,4,62,88,5,16,71,66,even
556,4,63,88,5,16,65,67,odd
557,4,64,88,5,23,105,68,even
558,4,65,88,5,19,77,69,odd
559,4,66,89,5,27,106,70,even
560,4,67,89,5,6,27,71,odd
561,4,68,89,5,3,19,72,even
562,4,69,89,5,18,90,73,odd
563,4,70,89,5,7,28,74,even
564,4,71,89,5,10,49,75,odd
565,4,72,89,5,17,62,76,even
566,4,73,89,5,18,73,77,odd
567,4,74,89,5,21,92,78,even
568,4,75,90,5,31,137,79,odd
569,4,76,90,5,20,93,80,even
570,4,77,90,5,48,205,81,odd
571,4,78,90,5,36,143,82,even
572,4,79,90,5,18,72,83,odd
573,4,80,91,5,12,48,84,even
574,4,81,91,5,24,101,85,odd
575,4,82,91,5,13,56,86,even
576,4,83,91,5,30,134,87,odd
577,4,84,91,5,22,86,88,even
578,4,85,91,5,22,75,89,odd
579,4,86,91,5,15,57,90,even
580,4,87,92,5,17,60,91,odd
581,4,88,92,5,22,87,92,even
582,4,89,92,5,28,128,93,odd
583,4,90,92,5,36,163,94,even
584,4,91,92,5,32,162,95,odd
585,4,92,93,5,60,234,96,even
586,4,93,93,5,16,69,97,odd
587,4,94,93,5,39,169,98,even
588,4,95,94,5,33,164,99,odd
589,4,96,94,5,8,36,100,even
590,4,97,94,5,27,126,101,odd
591,4,98,94,5,12,63,102,even
592,4,99,94,5,10,40,103,odd
593,4,100,94,5,31,121,104,even
594,4,101,94,5,23,95,105,odd
595,4,102,95,5,62,279,106,even
596,4,103,95,5,20,104,107,odd
597,4,104,95,5,22,94,108,even
598,4,105,95,5,15,66,109,odd
599,4,106,96,5,7,30,110,even
600,4,107,96,5,14,53,111,odd
601,4,108,96,5,21,82,112,even
602,4,109,96,5,18,75,113,odd
603,4,110,96,5,13,50,114,even
604,4,111,96,5,11,46,115,odd
605,4,112,96,5,14,51,116,even
606,4,113,96,5,33,134,117,odd
607,4,114,97,5,26,96,118,even
608,4,115,97,5,20,81,119,odd
609,4,116,97,5,20,66,120,even
610,4,117,97,5,11,41,121,odd
611,4,118,97,5,8,36,122,even
612,4,119,97,5,21,110,123,odd
613,4,120,97,5,7,34,124,even
614,4,121,97,5,7,32,125,odd
615,4,122,98,5,21,91,126,even
616,4,123,98,5,20,71,127,odd
617,4,124,98,5,16,64,128,even
618,4,125,98,5,17,71,129,odd
619,4,126,98,5,12,43,130,even
620,4,127,98,5,40,172,131,odd
621,4,128,99,5,29,126,132,even
622,4,129,99,5,22,102,133,odd
623,4,130,99,5,11,42,134,even
624,4,131,99,5,32,124,135,odd
625,4,132,99,5,10,38,136,even
626,4,133,99,5,12,49,137,odd
627,4,134,99,5,14,63,138,even
628,4,135,100,5,37,160,139,odd
629,4,136,100,5,28,128,140,even
630,4,137,100,5,20,80,141,odd
631,4,138,100,5,6,27,142,even
632,4,139,100,5,14,70,143,odd
633,4,140,100,5,33,134,144,even
634,4,141,101,5,36,158,145,odd
635,4,142,101,5,19,88,146,even
636,4,143,101,5,16,58,147,odd
637,4,144,101,5,17,83,148,even
638,4,145,101,5,11,44,149,odd
639,4,146,101,5,18,92,150,even
640,4,147,101,5,11,49,151,odd
641,4,148,102,6,14,53,152,even
642,4,149,102,6,14,49,153,odd
643,4,150,102,6,22,100,154,even
644,4,151,102,6,8,41,155,odd
645,4,152,102,6,17,79,156,even
646,4,153,102,6,37,157,157,odd
647,4,154,102,6,19,88,158,even
648,4,155,103,6,22,101,159,odd
649,4,156,103,6,6,30,160,even
650,4,157,103,6,34,128,161,odd
651,4,158,103,6,8,32,162,even
652,4,159,103,6,14,55,163,odd
653,4,160,103,6,14,59,164,even
654,4,161,103,6,14,71,165,odd
655,4,162,103,6,26,136,166,even
656,4,163,104,6,25,125,167,odd
657,4,164,104,6,14,57,168,even
658,4,165,104,6,15,66,169,odd
659,4,166,104,6,13,60,170,even
660,4,167,104,6,11,42,171,odd
661,4,168,104,6,12,50,172,even
662,4,169,104,6,11,43,173,odd
663,4,170,104,6,23,96,174,even
664,4,171,105,6,53,209,175,odd
665,4,172,105,6,18,86,176,even
666,4,173,105,6,26,128,177,odd
667,4,174,105,6,11,48,178,even
668,4,175,105,6,15,73,179,odd
669,4,176,106,6,50,191,180,even
670,5,1,106,6,23,96,6,even
671,5,2,106,6,52,239,7,odd
672,5,3,107,6,61,276,8,even
673,5,4,107,6,31,135,9,odd
674,5,5,107,6,43,194,10,even
675,5,6,108,6,61,280,11,odd
676,5,7,108,6,19,85,12,even
677,5,8,108,6,26,116,13,odd
678,5,9,108,6,10,46,14,even
679,5,10,109,6,7,38,15,odd
680,5,11,109,6,23,107,16,even
681,5,12,109,6,45,204,17,odd
682,5,13,109,6,32,138,18,even
683,5,14,110,6,25,116,19,odd
684,5,15,110,6,23,89,20,even
685,5,16,110,6,18,76,21,odd
686,5,17,110,6,42,154,22,even
687,5,18,111,6,30,130,23,odd
688,5,19,111,6,28,105,24,even
689,5,20,111,6,22,91,25,odd
690,5,21,111,6,14,68,26,even
691,5,22,111,6,17,73,27,odd
692,5,23,111,6,21,99,28,even
693,5,24,112,6,16,65,29,odd
694,5,25,112,6,13,51,30,even
695,5,26,112,6,14,61,31,odd
696,5,27,112,6,24,101,32,even
697,5,28,112,6,16,63,33,odd
698,5,29,112,6,13,54,34,even
699,5,30,112,6,9,37,35,odd
700,5,31,112,6,25,102,36,even
701,5,32,113,6,40,160,37,odd
702,5,33,113,6,34,140,38,even
703,5,34,113,6,13,52,39,odd
704,5,35,113,6,13,67,40,even
705,5,36,113,6,24,87,41,odd
706,5,37,114,6,12,48,42,even
707,5,38,114,6,13,63,43,odd
708,5,39,114,6,14,49,44,even
709,5,40,114,6,19,69,45,odd
710,5,41,114,6,67,278,46,even
711,5,42,115,6,26,110,47,odd
712,5,43,115,6,15,68,48,even
713,5,44,115,6,41,191,49,odd
714,5,45,115,6,31,139,50,even
715,5,46,116,6,26,117,51,odd
716,5,47,116,6,16,65,52,even
717,5,48,116,6,51,225,53,odd
718,5,49,116,6,33,135,54,even
719,5,50,116,6,10,44,55,odd
720,5,51,117,6,22,102,56,even
721,5,52,117,6,28,114,57,odd
722,5,53,117,6,15,78,58,even
723,5,54,117,6,37,155,59,odd
724,5,55,117,6,13,68,60,even
725,5,56,117,6,11,48,61,odd
726,5,57,117,6,23,108,62,even
727,5,58,118,6,12,54,63,odd
728,5,59,118,6,20,75,64,even
729,5,60,118,6,27,109,65,odd
730,5,61,118,6,16,69,66,even
731,5,62,118,6,13,61,67,odd
732,5,63,118,6,13,66,68,even
733,5,64,118,6,47,215,69,odd
734,5,65,119,6,12,59,70,even
735,5,66,119,6,24,104,71,odd
736,5,67,119,6,24,92,72,even
737,5,68,119,6,30,125,73,odd
738,5,69,119,6,20,91,74,even
739,5,70,119,6,19,87,75,odd
740,5,71,120,6,19,78,76,even
741,5,72,120,6,33,136,77,odd
742,5,73,120,6,25,94,78,even
743,5,74,120,6,8,40,79,odd
744,5,75,120,6,25,98,80,even
745,5,76,120,6,16,58,81,odd
746,5,77,121,6,23,88,82,even
747,5,78,121,6,17,69,83,odd
748,5,79,121,6,10,42,84,even
749,5,80,121,6,19,77,85,odd
750,5,81,121,6,15,69,86,even
751,5,82,121,7,26,128,87,odd
752,5,83,122,7,21,89,88,even
753,5,84,122,7,16,62,89,odd
754,5,85,122,7,14,63,90,even
755,5,86,122,7,7,38,91,odd
756,5,87,122,7,17,68,92,even
757,5,88,122,7,12,51,93,odd
758,5,89,122,7,45,197,94,even
759,5,90,123,7,15,80,95,odd
760,5,91,123,7,20,90,96,even
761,5,92,123,7,13,71,97,odd
762,5,93,123,7,24,115,98,even
763,5,94,123,7,23,104,99,odd
764,5,95,123,7,50,193,100,even
765,5,96,124,7,20,85,101,odd
766,5,97,124,7,27,115,102,even
767,5,98,124,7,9,37,103,odd
768,5,99,124,7,11,44,104,even
769,5,100,124,7,15,71,105,odd
770,5,101,124,7,25,99,106,even
771,5,102,124,7,9,33,107,odd
772,5,103,124,7,21,85,108,even
773,5,104,125,7,24,101,109,odd
774,5,105,125,7,19,86,110,even
775,5,106,125,7,51,212,111,odd
776,5,107,125,7,26,124,112,even
777,5,108,125,7,22,95,113,odd
778,5,109,126,7,15,58,114,even
779,5,110,126,7,63,274,115,odd
780,5,111,126,7,13,62,116,even
781,5,112,126,7,21,85,117,odd
782,5,113,126,7,15,65,118,even
783,5,114,127,7,22,98,119,odd
784,5,115,127,7,17,69,120,even
785,5,116,127,7,44,150,121,odd
786,5,117,127,7,29,108,122,even
787,5,118,127,7,11,47,123,odd
788,5,119,127,7,24,98,124,even
789,5,120,127,7,11,40,125,odd
790,6,1,128,7,14,66,7,odd
791,6,2,128,7,14,49,8,even
792,6,3,128,7,12,50,9,odd
793,6,4,128,7,11,43,10,even
794,6,5,128,7,12,53,11,odd
795,6,6,128,7,31,136,12,even
796,6,7,128,7,16,65,13,odd
797,6,8,128,7,13,53,14,even
798,6,9,129,7,9,42,15,odd
799,6,10,129,7,13,56,16,even
800,6,11,129,7,10,40,17,odd
801,6,12,129,7,25,97,18,even
802,6,13,129,7,9,36,19,odd
803,6,14,129,7,24,90,20,even
804,6,15,129,7,9,29,21,odd
805,6,16,129,7,9,36,22,even
806,6,17,129,7,17,56,23,odd
807,6,18,129,7,7,32,24,even
808,6,19,130,7,37,137,25,odd
809,6,20,130,7,13,67,26,even
810,6,21,130,7,14,52,27,odd
811,6,22,130,7,12,57,28,even
812,6,23,130,7,12,43,29,odd
813,6,24,130,7,10,41,30,even
814,6,25,130,7,32,133,31,odd
815,6,26,130,7,11,46,32,even
816,6,27,130,7,16,66,33,odd
